Country,No_Point_Helping,Air_Pollution_Industry,Global_Warming_Effect,Gender,Age,Marital_Status,Class,Political_Views,Location
NL-Netherlands,4,2,4,Female,61,"Marr,liv as mar",,"Center,liberal","Rural,RP:total rur"
NL-Netherlands,2,3,3,Female,32,"Marr,liv as mar",,,"Rural,RP:total rur"
NL-Netherlands,2,2,5,Female,66,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NL-Netherlands,4,1,2,Female,51,"Single,never married",,"Right,conservative","Rural,RP:total rur"
NL-Netherlands,2,3,,Female,34,"Marr,liv as mar",,"Right,conservative","Rural,RP:total rur"
NL-Netherlands,2,2,3,Female,54,"Marr,liv as mar",,"Right,conservative","Rural,RP:total rur"
NL-Netherlands,4,2,3,Female,32,"Marr,liv as mar",,,"Rural,RP:total rur"
NL-Netherlands,4,2,2,Female,59,"Marr,liv as mar",,Far left etc,"Rural,RP:total rur"
NL-Netherlands,2,5,,Female,77,"Marr,liv as mar",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,4,2,,Female,40,"Marr,liv as mar",,,"Rural,RP:total rur"
NL-Netherlands,4,3,3,Female,50,"Marr,liv as mar",,"Right,conservative","Rural,RP:total rur"
NL-Netherlands,4,2,1,Female,19,"Single,never married",,"Right,conservative","Rural,RP:total rur"
NL-Netherlands,4,3,3,Female,44,"Marr,liv as mar",,"Center,liberal","Rural,RP:total rur"
NL-Netherlands,3,2,3,Female,,"Single,never married",,"No party,no preference","Rural,RP:total rur"
NL-Netherlands,4,3,3,Female,47,"Marr,liv as mar",,,"Rural,RP:total rur"
RUS-Russia,,1,1,Female,62,Widowed,Working class,,"Rural,RP:total rur"
RUS-Russia,2,2,2,Female,74,"Marr,liv as mar",Middle class,Far left etc,"Rural,RP:total rur"
RUS-Russia,2,2,2,Female,78,Widowed,Middle class,Far left etc,"Rural,RP:total rur"
RUS-Russia,2,2,3,Female,45,"Single,never married",Middle class,,"Rural,RP:total rur"
RUS-Russia,3,1,2,Female,55,"Marr,liv as mar",Lower class,"Left,center left","Rural,RP:total rur"
RUS-Russia,4,2,2,Female,63,"Marr,liv as mar",Lower class,Far left etc,"Rural,RP:total rur"
RUS-Russia,5,1,1,Female,28,"Marr,liv as mar",Lower middle class,"No party,no preference","Rural,RP:total rur"
RUS-Russia,4,1,1,Female,49,Divorced,Middle class,"Center,liberal","Rural,RP:total rur"
RUS-Russia,4,1,2,Female,59,"Marr,liv as mar",Lower class,"Right,conservative","Rural,RP:total rur"
RUS-Russia,,2,3,Female,74,"Marr,liv as mar",Lower middle class,Far left etc,"Rural,RP:total rur"
RUS-Russia,5,1,2,Female,46,"Marr,liv as mar",,Far left etc,"Rural,RP:total rur"
RUS-Russia,,4,3,Female,71,"Marr,liv as mar",Lower class,Far left etc,"Rural,RP:total rur"
RUS-Russia,,2,3,Female,49,Widowed,,,"Rural,RP:total rur"
RUS-Russia,4,2,,Female,79,Widowed,Working class,Far left etc,"Rural,RP:total rur"
RUS-Russia,,3,3,Female,54,Widowed,,,"Rural,RP:total rur"
RUS-Russia,2,3,3,Female,62,"Marr,liv as mar",Working class,Far left etc,"Rural,RP:total rur"
RUS-Russia,4,1,,Female,62,"Marr,liv as mar",Working class,Far left etc,"Rural,RP:total rur"
RUS-Russia,2,1,,Female,73,Widowed,Lower class,,"Rural,RP:total rur"
RUS-Russia,2,2,,Female,50,Divorced,Working class,"Right,conservative","Rural,RP:total rur"
RUS-Russia,3,2,,Female,69,"Marr,liv as mar",Middle class,Far left etc,"Rural,RP:total rur"
RUS-Russia,4,2,2,Female,21,"Marr,liv as mar",,Far left etc,"Rural,RP:total rur"
RUS-Russia,2,1,1,Female,40,"Marr,liv as mar",Middle class,,"Rural,RP:total rur"
RUS-Russia,3,2,2,Female,55,"Marr,liv as mar",Middle class,"No party,no preference","Rural,RP:total rur"
RUS-Russia,5,1,1,Female,72,"Marr,liv as mar",Working class,"No party,no preference","Rural,RP:total rur"
RUS-Russia,5,2,2,Female,42,"Marr,liv as mar",Working class,"No party,no preference","Rural,RP:total rur"
RUS-Russia,5,2,2,Female,66,Widowed,Working class,Far left etc,"Rural,RP:total rur"
RUS-Russia,4,1,1,Female,53,"Marr,liv as mar",Working class,,"Rural,RP:total rur"
RUS-Russia,,1,,Female,69,"Marr,liv as mar",Working class,Far left etc,"Rural,RP:total rur"
RUS-Russia,4,1,,Female,17,"Single,never married",,"Other,no specific","Rural,RP:total rur"
RUS-Russia,,1,,Female,58,"Marr,liv as mar",Working class,Far left etc,"Rural,RP:total rur"
RUS-Russia,5,1,,Female,76,Widowed,Lower class,"No party,no preference","Rural,RP:total rur"
RUS-Russia,3,2,,Female,17,"Single,never married",Middle class,,"Rural,RP:total rur"
RUS-Russia,,1,,Female,70,Widowed,Working class,Far left etc,"Rural,RP:total rur"
RUS-Russia,,1,,Female,34,"Single,never married",Working class,"Right,conservative","Rural,RP:total rur"
RUS-Russia,5,,,Female,63,"Marr,liv as mar",Lower class,Far left etc,"Rural,RP:total rur"
RUS-Russia,1,1,1,Female,50,"Marr,liv as mar",Lower class,"Left,center left","Rural,RP:total rur"
RUS-Russia,1,1,,Female,69,"Marr,liv as mar",Lower class,"No party,no preference","Rural,RP:total rur"
RUS-Russia,5,2,2,Female,,"Single,never married",,,"Rural,RP:total rur"
RUS-Russia,4,1,2,Female,34,"Marr,liv as mar",Lower class,"No party,no preference","Rural,RP:total rur"
RUS-Russia,4,1,1,Female,20,"Single,never married",Working class,"Right,conservative","Rural,RP:total rur"
RUS-Russia,5,2,2,Female,64,Widowed,Working class,Far left etc,"Rural,RP:total rur"
RUS-Russia,,1,,Female,61,Widowed,Lower class,Far left etc,"Rural,RP:total rur"
RUS-Russia,4,2,3,Female,20,"Marr,liv as mar",,"Right,conservative","Rural,RP:total rur"
RUS-Russia,2,1,3,Female,69,Widowed,Working class,,"Rural,RP:total rur"
RUS-Russia,3,1,3,Female,82,Widowed,Working class,,"Rural,RP:total rur"
RUS-Russia,3,1,3,Female,35,"Marr,liv as mar",Working class,"No party,no preference","Rural,RP:total rur"
RUS-Russia,,1,,Female,64,Widowed,,Far left etc,"Rural,RP:total rur"
RUS-Russia,,2,,Female,70,"Marr,liv as mar",,Far left etc,"Rural,RP:total rur"
RUS-Russia,4,3,3,Female,,"Single,never married",Working class,,"Rural,RP:total rur"
RUS-Russia,4,2,4,Female,42,"Marr,liv as mar",Working class,Far left etc,"Rural,RP:total rur"
RUS-Russia,2,1,2,Female,57,"Marr,liv as mar",Lower class,Far left etc,"Rural,RP:total rur"
RUS-Russia,2,1,2,Female,53,"Marr,liv as mar",Working class,,"Rural,RP:total rur"
RUS-Russia,2,1,2,Female,63,Widowed,Lower class,Far left etc,"Rural,RP:total rur"
RUS-Russia,4,1,2,Female,44,"Marr,liv as mar",Working class,"Right,conservative","Rural,RP:total rur"
RUS-Russia,4,2,,Female,68,"Marr,liv as mar",Working class,Far left etc,"Rural,RP:total rur"
RUS-Russia,4,2,,Female,72,"Marr,liv as mar",Lower class,Far left etc,"Rural,RP:total rur"
RUS-Russia,2,1,3,Female,51,"Separated,but married",Working class,"No party,no preference","Rural,RP:total rur"
RUS-Russia,2,3,2,Female,61,Widowed,Lower class,Far left etc,"Rural,RP:total rur"
RUS-Russia,,1,,Female,74,Widowed,Lower class,,"Rural,RP:total rur"
RUS-Russia,,1,,Female,58,Widowed,Lower class,"No party,no preference","Rural,RP:total rur"
RUS-Russia,1,1,2,Female,69,Widowed,Lower class,Far left etc,"Rural,RP:total rur"
RUS-Russia,4,1,2,Female,25,"Marr,liv as mar",Working class,Far left etc,"Rural,RP:total rur"
RUS-Russia,5,1,2,Female,63,"Marr,liv as mar",Working class,Far left etc,"Rural,RP:total rur"
RUS-Russia,,1,3,Female,,"Single,never married",Working class,Far left etc,"Rural,RP:total rur"
RUS-Russia,4,3,3,Female,43,Widowed,Working class,"Right,conservative","Rural,RP:total rur"
RUS-Russia,4,2,3,Female,32,"Marr,liv as mar",Lower class,"Center,liberal","Rural,RP:total rur"
RUS-Russia,5,1,3,Female,59,"Marr,liv as mar",Lower middle class,"No party,no preference","Rural,RP:total rur"
RUS-Russia,3,,2,Female,70,Widowed,,,"Rural,RP:total rur"
RUS-Russia,1,2,2,Female,,"Single,never married",,Far left etc,"Rural,RP:total rur"
RUS-Russia,3,1,3,Female,47,"Marr,liv as mar",,,"Rural,RP:total rur"
RUS-Russia,4,3,2,Female,50,"Marr,liv as mar",Lower class,Far left etc,"Rural,RP:total rur"
RUS-Russia,,1,,Female,57,Widowed,Middle class,Far left etc,"Rural,RP:total rur"
RUS-Russia,2,1,2,Female,44,"Marr,liv as mar",Middle class,"Other,no specific","Rural,RP:total rur"
RUS-Russia,3,2,3,Female,63,Widowed,Middle class,"Left,center left","Rural,RP:total rur"
RUS-Russia,2,1,3,Female,20,"Single,never married",Middle class,,"Rural,RP:total rur"
RUS-Russia,4,1,2,Female,24,"Single,never married",Middle class,"No party,no preference","Rural,RP:total rur"
RUS-Russia,4,1,1,Female,68,"Marr,liv as mar",Middle class,Far left etc,"Rural,RP:total rur"
RUS-Russia,2,1,1,Female,69,Widowed,Working class,,"Rural,RP:total rur"
RUS-Russia,3,2,1,Female,49,"Marr,liv as mar",Working class,Far left etc,"Rural,RP:total rur"
RUS-Russia,,1,,Female,73,Widowed,Lower class,Far left etc,"Rural,RP:total rur"
RUS-Russia,2,2,2,Female,69,Widowed,Working class,Far left etc,"Rural,RP:total rur"
RUS-Russia,2,1,3,Female,69,Widowed,Lower class,,"Rural,RP:total rur"
RUS-Russia,2,1,2,Female,,"Single,never married",,Far right etc,"Rural,RP:total rur"
RUS-Russia,2,2,2,Female,58,Widowed,Lower class,"No party,no preference","Rural,RP:total rur"
RUS-Russia,3,1,1,Female,65,Widowed,Lower class,,"Rural,RP:total rur"
RUS-Russia,4,1,2,Female,57,"Marr,liv as mar",Working class,,"Rural,RP:total rur"
RUS-Russia,4,3,2,Female,,"Single,never married",Working class,,"Rural,RP:total rur"
RUS-Russia,3,1,1,Female,17,"Single,never married",Middle class,,"Rural,RP:total rur"
RUS-Russia,4,1,1,Female,73,Widowed,Working class,Far left etc,"Rural,RP:total rur"
RUS-Russia,3,1,1,Female,36,"Marr,liv as mar",Lower class,,"Rural,RP:total rur"
RUS-Russia,,1,1,Female,69,"Marr,liv as mar",Working class,Far left etc,"Rural,RP:total rur"
RUS-Russia,2,1,,Female,79,Divorced,Lower class,,"Rural,RP:total rur"
RUS-Russia,4,2,,Female,74,Widowed,Middle class,,"Rural,RP:total rur"
RUS-Russia,,1,,Female,69,Widowed,Working class,"No party,no preference","Rural,RP:total rur"
RUS-Russia,2,1,3,Female,17,"Single,never married",Middle class,"No party,no preference","Rural,RP:total rur"
RUS-Russia,,2,2,Female,39,Widowed,Middle class,,"Rural,RP:total rur"
RUS-Russia,5,2,1,Female,61,Widowed,Middle class,"No party,no preference","Rural,RP:total rur"
RUS-Russia,2,1,3,Female,78,Widowed,Working class,,"Rural,RP:total rur"
RUS-Russia,1,2,,Female,45,Divorced,Working class,,"Rural,RP:total rur"
RUS-Russia,2,1,2,Female,,"Single,never married",,"No party,no preference","Rural,RP:total rur"
RUS-Russia,1,3,3,Female,56,"Marr,liv as mar",Working class,Far left etc,"Rural,RP:total rur"
RUS-Russia,2,1,3,Female,69,Widowed,Working class,Far left etc,"Rural,RP:total rur"
RUS-Russia,1,3,,Female,74,Widowed,Working class,Far left etc,"Rural,RP:total rur"
RUS-Russia,5,1,2,Female,35,"Marr,liv as mar",Working class,Far left etc,"Rural,RP:total rur"
RUS-Russia,3,1,1,Female,58,"Marr,liv as mar",Middle class,Far left etc,"Rural,RP:total rur"
RUS-Russia,3,1,1,Female,25,"Single,never married",Middle class,,"Rural,RP:total rur"
RUS-Russia,2,1,,Female,22,"Single,never married",Lower class,"No party,no preference","Rural,RP:total rur"
RUS-Russia,5,1,,Female,57,"Marr,liv as mar",Working class,"Left,center left","Rural,RP:total rur"
RUS-Russia,,1,3,Female,,"Single,never married",Working class,"No party,no preference","Rural,RP:total rur"
RUS-Russia,5,3,3,Female,52,Widowed,Working class,Far left etc,"Rural,RP:total rur"
RUS-Russia,2,1,2,Female,17,"Single,never married",Working class,,"Rural,RP:total rur"
RUS-Russia,2,2,,Female,58,Widowed,Working class,"No party,no preference","Rural,RP:total rur"
RUS-Russia,,2,3,Female,59,"Marr,liv as mar",Working class,"Left,center left","Rural,RP:total rur"
RUS-Russia,3,1,3,Female,60,"Marr,liv as mar",Working class,"Right,conservative","Rural,RP:total rur"
RUS-Russia,3,4,3,Female,67,Widowed,Lower class,"No party,no preference","Rural,RP:total rur"
RUS-Russia,2,2,,Female,52,"Marr,liv as mar",Working class,,"Rural,RP:total rur"
RUS-Russia,2,3,,Female,19,"Single,never married",Working class,"No party,no preference","Rural,RP:total rur"
RUS-Russia,,2,3,Female,30,"Marr,liv as mar",,,"Rural,RP:total rur"
RUS-Russia,4,1,3,Female,53,Widowed,Middle class,Far left etc,"Rural,RP:total rur"
RUS-Russia,5,1,,Female,69,Widowed,Lower middle class,Far left etc,"Rural,RP:total rur"
RUS-Russia,5,2,2,Female,23,"Single,never married",Working class,,"Rural,RP:total rur"
RUS-Russia,4,2,,Female,58,"Marr,liv as mar",Lower middle class,Far left etc,"Rural,RP:total rur"
RUS-Russia,5,1,2,Female,56,Divorced,Lower class,Far left etc,"Rural,RP:total rur"
RUS-Russia,5,1,,Female,60,"Marr,liv as mar",Middle class,Far left etc,"Rural,RP:total rur"
RUS-Russia,5,1,2,Female,27,"Marr,liv as mar",Middle class,,"Rural,RP:total rur"
RUS-Russia,5,1,,Female,43,Widowed,Lower class,Far left etc,"Rural,RP:total rur"
RUS-Russia,5,1,,Female,78,"Marr,liv as mar",Middle class,Far left etc,"Rural,RP:total rur"
RUS-Russia,5,1,,Female,62,"Marr,liv as mar",Working class,,"Rural,RP:total rur"
RUS-Russia,4,2,2,Female,64,Widowed,Working class,"No party,no preference","Rural,RP:total rur"
RUS-Russia,,2,2,Female,59,"Marr,liv as mar",Working class,"No party,no preference","Rural,RP:total rur"
RUS-Russia,4,1,1,Female,60,Widowed,Working class,"No party,no preference","Rural,RP:total rur"
RUS-Russia,2,1,2,Female,63,"Marr,liv as mar",Lower class,,"Rural,RP:total rur"
RUS-Russia,4,2,2,Female,29,"Single,never married",Middle class,,"Rural,RP:total rur"
RUS-Russia,2,2,,Female,59,"Marr,liv as mar",Working class,,"Rural,RP:total rur"
RUS-Russia,2,2,2,Female,62,Widowed,Lower class,,"Rural,RP:total rur"
RUS-Russia,,2,,Female,72,Widowed,Lower class,,"Rural,RP:total rur"
RUS-Russia,5,2,2,Female,68,"Marr,liv as mar",Lower class,,"Rural,RP:total rur"
RUS-Russia,2,2,2,Female,20,"Marr,liv as mar",Lower middle class,"No party,no preference","Rural,RP:total rur"
RUS-Russia,,1,1,Female,34,"Marr,liv as mar",Working class,,"Rural,RP:total rur"
RUS-Russia,,3,,Female,68,Widowed,Working class,,"Rural,RP:total rur"
RUS-Russia,,3,,Female,40,"Single,never married",Lower class,,"Rural,RP:total rur"
RUS-Russia,,3,,Female,17,"Marr,liv as mar",,,"Rural,RP:total rur"
RUS-Russia,4,2,,Female,76,Widowed,Working class,Far left etc,"Rural,RP:total rur"
RUS-Russia,,3,4,Female,47,"Marr,liv as mar",Lower class,,"Rural,RP:total rur"
RUS-Russia,4,,,Female,70,"Marr,liv as mar",Working class,,"Rural,RP:total rur"
RUS-Russia,4,4,2,Female,63,Divorced,Middle class,,"Rural,RP:total rur"
RUS-Russia,2,3,3,Female,23,"Marr,liv as mar",Lower middle class,"Right,conservative","Rural,RP:total rur"
RUS-Russia,5,1,,Female,60,"Marr,liv as mar",Middle class,,"Rural,RP:total rur"
RUS-Russia,5,1,,Female,63,"Marr,liv as mar",,,"Rural,RP:total rur"
RUS-Russia,5,1,2,Female,59,"Marr,liv as mar",Lower class,Far left etc,"Rural,RP:total rur"
RUS-Russia,2,1,2,Female,52,Divorced,Working class,"No party,no preference","Rural,RP:total rur"
RUS-Russia,4,1,3,Female,22,"Marr,liv as mar",Middle class,"Right,conservative","Rural,RP:total rur"
RUS-Russia,4,2,3,Female,38,"Marr,liv as mar",Middle class,,"Rural,RP:total rur"
RUS-Russia,5,1,1,Female,74,Widowed,Middle class,,"Rural,RP:total rur"
RUS-Russia,4,1,1,Female,80,Widowed,Working class,Far left etc,"Rural,RP:total rur"
RUS-Russia,2,1,1,Female,63,"Marr,liv as mar",Working class,,"Rural,RP:total rur"
RUS-Russia,4,1,1,Female,64,"Marr,liv as mar",Working class,Far left etc,"Rural,RP:total rur"
NZ-New Zealand,2,3,4,Female,73,"Marr,liv as mar",Middle class,"Right,conservative","Rural,RP:total rur"
NZ-New Zealand,4,2,1,Female,71,"Marr,liv as mar",Middle class,"Center,liberal","Rural,RP:total rur"
NZ-New Zealand,2,3,2,Female,50,"Single,never married",,"Left,center left","Rural,RP:total rur"
NZ-New Zealand,3,2,2,Female,27,"Marr,liv as mar",Working class,"Left,center left","Rural,RP:total rur"
NZ-New Zealand,5,2,2,Female,87,Widowed,Middle class,"Left,center left","Rural,RP:total rur"
NZ-New Zealand,4,3,2,Female,68,"Marr,liv as mar",,,"Rural,RP:total rur"
NZ-New Zealand,2,1,1,Female,69,"Marr,liv as mar",Middle class,"Right,conservative","Rural,RP:total rur"
NZ-New Zealand,2,1,2,Female,61,Widowed,Middle class,"Left,center left","Rural,RP:total rur"
NZ-New Zealand,4,1,2,Female,79,"Marr,liv as mar",,,"Rural,RP:total rur"
NZ-New Zealand,3,2,1,Female,30,"Marr,liv as mar",Working class,"Left,center left","Rural,RP:total rur"
NZ-New Zealand,2,3,3,Female,69,Widowed,Working class,"Left,center left","Rural,RP:total rur"
NZ-New Zealand,1,1,1,Female,48,"Marr,liv as mar",Lower middle class,"Left,center left","Rural,RP:total rur"
NZ-New Zealand,4,1,1,Female,63,Widowed,Middle class,"Left,center left","Rural,RP:total rur"
NZ-New Zealand,2,1,3,Female,26,"Marr,liv as mar",Working class,"Left,center left","Rural,RP:total rur"
NZ-New Zealand,4,3,3,Female,37,"Marr,liv as mar",Middle class,"Right,conservative","Rural,RP:total rur"
NZ-New Zealand,1,,,Female,80,"Marr,liv as mar",Working class,"Left,center left","Rural,RP:total rur"
NZ-New Zealand,4,2,2,Female,26,"Single,never married",Upper middle class,"Left,center left","Rural,RP:total rur"
NZ-New Zealand,4,2,2,Female,67,"Marr,liv as mar",Upper middle class,"Left,center left","Rural,RP:total rur"
NZ-New Zealand,2,2,3,Female,80,"Marr,liv as mar",Middle class,"Left,center left","Rural,RP:total rur"
NZ-New Zealand,2,3,3,Female,,"Separated,but married",,,"Rural,RP:total rur"
NZ-New Zealand,4,2,3,Female,66,"Marr,liv as mar",,"Right,conservative","Rural,RP:total rur"
NZ-New Zealand,2,3,2,Female,85,Widowed,Middle class,"No party,no preference","Rural,RP:total rur"
NZ-New Zealand,4,3,2,Female,45,"Separated,but married",Working class,,"Rural,RP:total rur"
NZ-New Zealand,5,1,2,Female,19,"Single,never married",Upper middle class,"Right,conservative","Rural,RP:total rur"
NZ-New Zealand,5,1,1,Female,62,"Marr,liv as mar",Middle class,"Right,conservative","Rural,RP:total rur"
NZ-New Zealand,3,1,1,Female,20,"Single,never married",Lower middle class,"No party,no preference","Rural,RP:total rur"
NZ-New Zealand,3,3,4,Female,35,"Marr,liv as mar",Middle class,"Right,conservative","Rural,RP:total rur"
NZ-New Zealand,4,3,2,Female,71,"Marr,liv as mar",Working class,"Right,conservative","Rural,RP:total rur"
NZ-New Zealand,2,3,3,Female,75,"Marr,liv as mar",Middle class,"Left,center left","Rural,RP:total rur"
NZ-New Zealand,5,3,2,Female,51,"Marr,liv as mar",Lower middle class,"Left,center left","Rural,RP:total rur"
NZ-New Zealand,5,1,2,Female,67,Widowed,Middle class,"Right,conservative","Rural,RP:total rur"
NZ-New Zealand,4,,,Female,24,"Marr,liv as mar",Middle class,,"Rural,RP:total rur"
NZ-New Zealand,4,2,3,Female,39,"Marr,liv as mar",Middle class,"Right,conservative","Rural,RP:total rur"
NZ-New Zealand,4,3,2,Female,62,"Marr,liv as mar",Middle class,"Right,conservative","Rural,RP:total rur"
NZ-New Zealand,4,2,2,Female,44,"Marr,liv as mar",Middle class,"Right,conservative","Rural,RP:total rur"
NZ-New Zealand,5,1,2,Female,53,"Marr,liv as mar",Middle class,"Right,conservative","Rural,RP:total rur"
NZ-New Zealand,2,1,1,Female,69,"Marr,liv as mar",,"Left,center left","Rural,RP:total rur"
NZ-New Zealand,2,3,3,Female,59,"Marr,liv as mar",Middle class,"Right,conservative","Rural,RP:total rur"
NZ-New Zealand,2,3,,Female,32,"Marr,liv as mar",Middle class,"Left,center left","Rural,RP:total rur"
NZ-New Zealand,2,2,1,Female,41,"Marr,liv as mar",Middle class,"Other,no specific","Rural,RP:total rur"
NZ-New Zealand,1,3,3,Female,45,"Single,never married",Lower class,"Left,center left","Rural,RP:total rur"
NZ-New Zealand,2,3,3,Female,23,"Single,never married",Middle class,,"Rural,RP:total rur"
NZ-New Zealand,2,3,3,Female,60,"Marr,liv as mar",Lower middle class,"Left,center left","Rural,RP:total rur"
NZ-New Zealand,5,1,2,Female,35,"Marr,liv as mar",Upper middle class,"Right,conservative","Rural,RP:total rur"
NZ-New Zealand,2,3,3,Female,45,"Marr,liv as mar",Middle class,"Other,no specific","Rural,RP:total rur"
NZ-New Zealand,1,1,3,Female,66,"Marr,liv as mar",Lower class,"Left,center left","Rural,RP:total rur"
NZ-New Zealand,2,2,3,Female,66,Widowed,,"Left,center left","Rural,RP:total rur"
NZ-New Zealand,4,1,1,Female,31,"Single,never married",Lower middle class,"Left,center left","Rural,RP:total rur"
NZ-New Zealand,4,3,3,Female,49,"Marr,liv as mar",Middle class,"Left,center left","Rural,RP:total rur"
NZ-New Zealand,4,1,1,Female,42,"Marr,liv as mar",Lower middle class,"Left,center left","Rural,RP:total rur"
